claim_id,claim_date,claim_amount,claimant_age,claimant_gender,vehicle_age,vehicle_make,vehicle_type,accident_type,injury_severity,police_report_filed,witness_present,location,day_of_week,time_of_day,weather_conditions,previous_claims,previous_accidents,litigation
CL-10188,2024-06-01,1779.07,36,F,3,Mercedes,SUV,Single Vehicle,Minor,0,1,Rural,Saturday,Afternoon,Clear,1,0,0
CL-10189,2023-12-27,798.06,30,M,1,Nissan,Luxury,Multiple Vehicle,Major,0,1,Urban,Wednesday,Evening,Clear,0,0,0
CL-10190,2024-05-17,2876.08,40,M,9,Subaru,Truck,Pedestrian Involved,Moderate,0,1,Urban,Friday,Night,Clear,2,0,0
CL-10191,2024-04-21,13734.67,18,M,3,Subaru,Truck,Single Vehicle,Minor,1,0,Suburban,Sunday,Evening,Fog,2,0,0
CL-10192,2024-08-14,6354.46,71,F,2,Audi,Sedan,Single Vehicle,Minor,0,0,Urban,Wednesday,Morning,Sleet,0,0,0
CL-10193,2022-04-21,1102.26,32,F,1,Nissan,Sports,Single Vehicle,None,1,0,Urban,Thursday,Night,Rain,0,1,0
CL-10194,2022-07-21,6050.02,82,F,16,Honda,Truck,Pedestrian Involved,Minor,1,1,Urban,Thursday,Evening,Clear,1,0,1
CL-10195,2022-05-05,7803.92,32,M,19,Ford,Sedan,Multiple Vehicle,Major,0,1,Suburban,Thursday,Morning,Clear,3,1,0
CL-10196,2024-04-04,1701.68,38,M,12,Hyundai,Sedan,Multiple Vehicle,None,1,0,Suburban,Thursday,Afternoon,Rain,0,0,0
CL-10197,2023-11-26,5910.41,36,F,4,Subaru,SUV,Multiple Vehicle,Moderate,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10198,2022-08-12,5270.34,77,F,8,Mercedes,Truck,Pedestrian Involved,None,1,0,Rural,Friday,Night,Fog,1,1,0
CL-10199,2023-05-25,1246.92,50,M,5,Hyundai,Sedan,Multiple Vehicle,Moderate,1,0,Urban,Thursday,Afternoon,Clear,0,0,0
CL-10200,2023-01-28,7550.32,66,M,4,Nissan,SUV,Multiple Vehicle,Major,0,1,Urban,Saturday,Morning,Hail,0,1,0
CL-10201,2023-01-25,9632.92,52,M,9,Hyundai,Compact,Single Vehicle,Minor,1,0,Suburban,Wednesday,Afternoon,Clear,0,1,0
CL-10202,2024-07-07,18027.64,61,M,7,Chevrolet,SUV,Multiple Vehicle,Minor,1,0,Suburban,Sunday,Night,Rain,0,0,0
CL-10203,2022-10-15,17405.86,28,F,6,Subaru,SUV,Multiple Vehicle,Minor,1,1,Urban,Saturday,Evening,Clear,0,1,1
CL-10204,2024-05-14,940.86,83,M,6,Hyundai,Sedan,Animal Involved,Moderate,1,0,Urban,Tuesday,Morning,Snow,1,2,0
CL-10205,2023-01-11,1594.97,63,M,5,Ford,Luxury,Single Vehicle,Major,1,0,Suburban,Wednesday,Morning,Clear,0,1,0
CL-10206,2023-07-25,9118.33,26,M,19,Ford,Luxury,Single Vehicle,Moderate,1,1,Rural,Tuesday,Morning,Rain,2,1,1
CL-10207,2024-08-05,9104.67,20,F,2,Subaru,Sports,Single Vehicle,Minor,1,1,Suburban,Monday,Afternoon,Snow,0,0,1
CL-10208,2023-05-27,9118.47,43,F,18,BMW,Luxury,Multiple Vehicle,Minor,0,1,Urban,Saturday,Afternoon,Clear,1,0,0
CL-10209,2022-06-04,500457.41,65,M,14,Ford,SUV,Pedestrian Involved,Moderate,0,0,Rural,Saturday,Evening,Clear,0,0,1
CL-10210,2024-06-26,9750.45,83,M,3,Hyundai,Sports,Single Vehicle,Minor,1,1,Suburban,Wednesday,Evening,Clear,0,0,0
CL-10211,2022-07-20,19200.25,45,M,11,Toyota,Sedan,Multiple Vehicle,Moderate,1,1,Urban,Wednesday,Morning,Clear,0,2,0
CL-10212,2022-04-14,15441.32,43,F,5,Ford,Truck,Multiple Vehicle,Minor,1,1,Suburban,Thursday,Evening,Clear,2,0,0
CL-10213,2022-01-31,10739.35,42,F,18,Nissan,SUV,Single Vehicle,None,0,0,Suburban,Monday,Afternoon,Clear,1,1,0
CL-10214,2022-07-11,3366.66,29,F,3,BMW,SUV,Multiple Vehicle,None,1,0,Rural,Monday,Evening,Clear,1,0,0
CL-10215,2023-04-30,12219.19,22,M,14,Hyundai,Sports,Single Vehicle,Minor,0,0,Suburban,Sunday,Afternoon,Rain,0,0,0
CL-10216,2022-12-07,1944.21,65,F,8,Honda,Sedan,Multiple Vehicle,None,0,1,Suburban,Wednesday,Evening,Rain,2,0,0
CL-10217,2024-04-12,3699.0,54,M,4,Audi,Compact,Multiple Vehicle,None,0,0,Suburban,Friday,Night,Clear,1,0,0
CL-10218,2024-09-21,2745.08,61,M,12,Honda,SUV,Multiple Vehicle,Minor,0,0,Urban,Saturday,Afternoon,Snow,0,1,0
CL-10219,2024-09-12,5422.16,32,M,17,Chevrolet,Compact,Single Vehicle,None,1,0,Suburban,Thursday,Night,Snow,0,0,0
CL-10220,2023-03-14,79030.59,60,F,4,Audi,Compact,Animal Involved,None,1,0,Suburban,Tuesday,Afternoon,Clear,2,1,0
CL-10221,2024-04-01,522.84,65,M,15,Chevrolet,Luxury,Multiple Vehicle,Moderate,0,0,Rural,Monday,Evening,Clear,0,0,0
CL-10222,2022-05-01,11198.24,63,F,18,Audi,Sedan,Multiple Vehicle,Major,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10223,2022-12-04,709.63,60,F,13,Audi,Compact,Single Vehicle,Moderate,1,1,Urban,Sunday,Evening,Rain,1,0,0
CL-10224,2024-02-16,2789.68,38,M,15,Toyota,Sedan,Single Vehicle,Major,1,0,Urban,Friday,Afternoon,Rain,0,0,0
CL-10225,2022-01-05,18155.72,40,M,14,Mercedes,Luxury,Single Vehicle,Minor,1,0,Suburban,Wednesday,Night,Clear,2,0,0
CL-10226,2024-03-10,5308.88,64,F,3,Nissan,Sedan,Single Vehicle,None,0,0,Suburban,Sunday,Morning,Rain,0,0,0
CL-10227,2023-06-28,1348.44,32,M,6,Honda,SUV,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Evening,Clear,0,0,0
CL-10228,2024-07-20,2083.15,42,F,15,Ford,Compact,Bicycle Involved,Moderate,1,0,Urban,Saturday,Afternoon,Clear,2,1,1
CL-10229,2023-08-08,11109.07,53,M,7,Hyundai,Sedan,Multiple Vehicle,None,0,1,Urban,Tuesday,Night,Rain,0,0,0
CL-10230,2024-05-16,2045.83,68,F,16,BMW,Truck,Single Vehicle,None,0,1,Urban,Thursday,Evening,Rain,0,2,0
CL-10231,2024-09-23,6372.52,32,F,15,Nissan,Sedan,Multiple Vehicle,Moderate,1,0,Suburban,Monday,Night,Clear,3,0,1
CL-10232,2022-11-14,5191.02,38,F,9,Chevrolet,Compact,Single Vehicle,None,1,0,Urban,Monday,Evening,Clear,2,0,0
CL-10233,2023-01-24,2248.64,30,F,9,Toyota,Luxury,Multiple Vehicle,Minor,1,1,Urban,Tuesday,Evening,Fog,1,1,0
CL-10234,2023-08-31,64391.24,36,M,1,Chevrolet,Luxury,Multiple Vehicle,None,1,1,Urban,Thursday,Evening,Clear,0,0,0
CL-10235,2023-03-22,10516.52,51,M,8,Mercedes,Compact,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Night,Rain,0,0,0
CL-10236,2022-04-30,432.61,69,F,16,BMW,SUV,Animal Involved,Minor,1,0,Suburban,Saturday,Night,Clear,2,1,0
CL-10237,2022-05-05,6147.16,44,F,10,Toyota,SUV,Single Vehicle,None,0,0,Urban,Thursday,Evening,Clear,0,0,1
CL-10238,2023-10-05,2221.32,46,M,9,Chevrolet,Luxury,Multiple Vehicle,None,1,0,Suburban,Thursday,Morning,Clear,2,0,0
CL-10239,2022-04-28,13669.47,45,M,16,Mercedes,Luxury,Bicycle Involved,Minor,1,0,Urban,Thursday,Morning,Clear,1,1,0
CL-10240,2022-04-13,1898.8,52,M,3,Hyundai,Compact,Multiple Vehicle,Moderate,1,0,Urban,Wednesday,Morning,Rain,0,0,1
CL-10241,2024-09-03,4282.6,25,M,15,Hyundai,SUV,Multiple Vehicle,Moderate,1,0,Urban,Tuesday,Afternoon,Clear,0,0,0
CL-10242,2024-10-26,9009.05,33,M,19,Chevrolet,Luxury,Bicycle Involved,Minor,0,0,Suburban,Saturday,Morning,Clear,2,2,0
CL-10243,2024-12-23,13889.75,53,M,14,Nissan,SUV,Single Vehicle,Moderate,1,0,Urban,Monday,Night,Clear,2,0,0
CL-10244,2022-11-19,1164.03,47,F,4,BMW,Luxury,Bicycle Involved,None,1,0,Rural,Saturday,Morning,Clear,0,0,0
CL-10245,2022-04-27,3289.85,35,M,5,Subaru,Sedan,Single Vehicle,None,1,0,Suburban,Wednesday,Night,Fog,1,0,0
CL-10246,2024-11-06,2779.61,19,M,16,Nissan,Truck,Multiple Vehicle,None,0,1,Urban,Wednesday,Afternoon,Rain,0,1,0
CL-10247,2022-06-14,2243.98,66,F,0,Hyundai,Sports,Pedestrian Involved,Minor,1,1,Suburban,Tuesday,Night,Clear,0,0,0
CL-10248,2023-01-16,40886.09,21,M,18,BMW,Sedan,Single Vehicle,None,1,1,Rural,Monday,Night,Rain,1,1,0
CL-10249,2022-05-21,7990.26,24,M,3,Mercedes,Sports,Multiple Vehicle,None,1,1,Urban,Saturday,Night,Rain,1,0,0
CL-10250,2022-05-20,1082.4,56,M,16,Toyota,Luxury,Multiple Vehicle,Minor,0,1,Urban,Friday,Morning,Rain,1,1,0
CL-10251,2023-04-27,14785.97,30,M,8,Audi,Truck,Animal Involved,Moderate,1,1,Suburban,Thursday,Evening,Clear,0,0,0
CL-10252,2024-04-06,62729.52,48,M,1,Chevrolet,Truck,Pedestrian Involved,None,1,1,Urban,Saturday,Night,Clear,0,0,0
CL-10253,2022-09-03,16965.86,80,F,7,Honda,Luxury,Multiple Vehicle,None,1,0,Rural,Saturday,Morning,Clear,2,0,0
CL-10254,2023-05-20,793.74,73,M,14,BMW,Luxury,Multiple Vehicle,Minor,1,0,Urban,Saturday,Morning,Snow,0,0,0
CL-10255,2022-03-23,2748.8,59,F,6,Ford,SUV,Pedestrian Involved,Minor,0,1,Urban,Wednesday,Morning,Rain,1,1,0
CL-10256,2022-06-17,22478.02,78,F,5,Mercedes,Luxury,Multiple Vehicle,Minor,0,0,Rural,Friday,Evening,Clear,1,1,1
CL-10257,2024-05-08,2102.32,59,M,0,Subaru,Compact,Multiple Vehicle,None,1,0,Suburban,Wednesday,Evening,Clear,1,0,0
CL-10258,2024-12-06,8371.46,73,F,14,Audi,Luxury,Multiple Vehicle,Minor,1,0,Urban,Friday,Evening,Clear,2,0,0
CL-10259,2023-10-10,12451.06,53,M,6,Ford,Compact,Multiple Vehicle,Moderate,1,0,Rural,Tuesday,Evening,Clear,0,1,0
CL-10260,2023-06-19,1615.96,24,F,16,Subaru,Luxury,Single Vehicle,None,1,1,Urban,Monday,Afternoon,Sleet,1,2,0
CL-10261,2023-02-23,4575.95,71,F,1,Honda,SUV,Single Vehicle,Major,1,1,Urban,Thursday,Evening,Clear,2,1,1
CL-10262,2023-10-06,100.53,18,M,8,Hyundai,Compact,Single Vehicle,None,1,0,Rural,Friday,Evening,Clear,0,3,0
CL-10263,2023-05-04,1437.61,61,M,8,Nissan,Sedan,Pedestrian Involved,None,1,1,Urban,Thursday,Evening,Sleet,0,1,0
CL-10264,2023-06-28,3629.75,62,M,12,Chevrolet,Compact,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Night,Clear,0,0,0
CL-10265,2024-03-21,1099.55,64,M,5,Toyota,SUV,Multiple Vehicle,None,0,1,Urban,Thursday,Night,Rain,0,2,0
CL-10266,2022-09-26,34852.97,30,M,5,Subaru,Sports,Multiple Vehicle,None,0,1,Suburban,Monday,Evening,Clear,1,1,0
CL-10267,2023-09-07,883.45,39,F,19,Audi,Compact,Single Vehicle,Minor,0,1,Urban,Thursday,Afternoon,Clear,0,0,0
CL-10268,2024-07-25,2898.49,38,F,19,BMW,Luxury,Multiple Vehicle,Moderate,1,1,Urban,Thursday,Night,Clear,0,0,0
CL-10269,2023-10-10,5749.62,26,F,2,Hyundai,Luxury,Multiple Vehicle,Major,0,0,Suburban,Tuesday,Morning,Rain,0,0,0
CL-10270,2022-05-29,27709.43,43,F,16,BMW,Sports,Multiple Vehicle,Minor,1,0,Urban,Sunday,Night,Clear,0,1,0
CL-10271,2022-01-20,877.4,26,F,16,Audi,SUV,Bicycle Involved,None,1,1,Suburban,Thursday,Morning,Clear,1,0,0
CL-10272,2024-07-27,19846.77,32,F,11,BMW,Truck,Multiple Vehicle,Minor,0,1,Suburban,Saturday,Night,Rain,1,0,1
CL-10273,2022-07-24,4975.49,27,F,15,Subaru,Luxury,Multiple Vehicle,Minor,1,1,Urban,Sunday,Evening,Clear,1,0,0
CL-10274,2022-05-31,1513.51,59,M,14,Mercedes,Sedan,Multiple Vehicle,Moderate,1,1,Urban,Tuesday,Night,Clear,0,1,0
CL-10275,2023-03-13,8557.16,41,M,12,BMW,SUV,Bicycle Involved,Moderate,1,0,Urban,Monday,Evening,Clear,0,0,0
CL-10276,2024-11-02,6240.85,66,F,0,Nissan,Compact,Multiple Vehicle,Moderate,1,1,Suburban,Saturday,Evening,Clear,1,1,0
CL-10277,2023-06-28,2391.65,43,F,16,Honda,Compact,Single Vehicle,Minor,1,0,Suburban,Wednesday,Night,Rain,2,1,0
CL-10278,2022-09-29,5344.18,54,M,2,Toyota,Sedan,Multiple Vehicle,Minor,1,0,Urban,Thursday,Morning,Rain,1,0,1
CL-10279,2023-12-16,3095.25,67,M,14,Subaru,Luxury,Multiple Vehicle,None,0,1,Urban,Saturday,Morning,Sleet,1,2,0
CL-10280,2022-05-21,5632.01,41,M,3,Ford,SUV,Multiple Vehicle,Major,1,0,Urban,Saturday,Night,Rain,0,1,0
CL-10281,2023-05-16,10878.64,36,M,3,Audi,Sedan,Single Vehicle,None,1,0,Urban,Tuesday,Evening,Clear,0,0,0
CL-10282,2024-01-27,32965.61,77,F,17,Hyundai,Luxury,Pedestrian Involved,None,1,0,Urban,Saturday,Morning,Snow,1,0,0
CL-10283,2023-08-07,1112.79,56,M,16,Subaru,SUV,Animal Involved,None,1,0,Suburban,Monday,Afternoon,Clear,0,0,0
CL-10284,2022-11-20,63553.67,35,F,18,Mercedes,Compact,Single Vehicle,Moderate,0,0,Urban,Sunday,Evening,Clear,0,0,0
CL-10285,2024-06-16,472.24,36,F,10,Hyundai,SUV,Pedestrian Involved,Minor,1,0,Suburban,Sunday,Night,Clear,0,0,0
CL-10286,2023-09-12,4096.38,53,F,19,Nissan,Sports,Single Vehicle,Minor,1,1,Urban,Tuesday,Evening,Clear,2,1,0
CL-10287,2024-12-19,9956.5,72,M,2,Audi,Truck,Single Vehicle,Major,1,0,Urban,Thursday,Afternoon,Rain,0,1,0
CL-10288,2022-01-17,6885.62,64,M,7,Hyundai,SUV,Single Vehicle,Major,0,0,Urban,Monday,Afternoon,Clear,2,0,0
CL-10289,2023-09-06,2327.99,66,F,13,BMW,Truck,Single Vehicle,None,0,0,Suburban,Wednesday,Morning,Clear,0,1,0
CL-10290,2022-08-01,3828.6,50,F,0,Subaru,SUV,Pedestrian Involved,None,1,0,Urban,Monday,Afternoon,Clear,1,0,1
CL-10291,2022-10-03,2720.03,38,F,13,Honda,Truck,Single Vehicle,Moderate,1,0,Urban,Monday,Evening,Clear,0,0,0
CL-10292,2023-06-26,2423.0,39,M,1,Audi,Sports,Single Vehicle,Major,1,1,Urban,Monday,Morning,Clear,0,1,0
CL-10293,2022-08-25,13623.1,65,F,3,Chevrolet,Compact,Single Vehicle,Minor,1,1,Suburban,Thursday,Afternoon,Rain,0,0,0
CL-10294,2022-08-08,7543.33,54,M,18,Nissan,Luxury,Single Vehicle,Minor,1,0,Urban,Monday,Morning,Clear,0,2,0
CL-10295,2022-11-15,2139.89,32,F,5,Toyota,Truck,Single Vehicle,None,0,0,Urban,Tuesday,Morning,Snow,0,0,0
CL-10296,2023-07-12,14465.47,52,F,0,Audi,Sports,Multiple Vehicle,Moderate,1,0,Suburban,Wednesday,Night,Clear,1,1,1
CL-10297,2023-08-01,7106.46,49,F,16,Mercedes,Truck,Single Vehicle,Minor,0,0,Suburban,Tuesday,Morning,Clear,1,0,0
CL-10298,2023-03-08,13035.54,28,M,7,Subaru,Compact,Pedestrian Involved,Minor,1,0,Urban,Wednesday,Morning,Rain,5,0,0
CL-10299,2023-12-04,10462.52,27,M,18,BMW,Truck,Pedestrian Involved,None,1,0,Suburban,Monday,Afternoon,Snow,0,2,0
CL-10300,2023-02-21,1817.48,74,F,0,Toyota,Sports,Single Vehicle,Major,1,1,Urban,Tuesday,Evening,Clear,0,0,0
CL-10301,2023-06-25,2509.36,42,M,4,Toyota,Sports,Pedestrian Involved,Minor,1,0,Suburban,Sunday,Evening,Rain,1,0,1
CL-10302,2024-11-01,12049.19,19,F,15,Nissan,Sedan,Single Vehicle,None,1,0,Suburban,Friday,Afternoon,Hail,2,0,0
CL-10303,2024-09-27,10223.5,81,M,5,Hyundai,Compact,Single Vehicle,Minor,1,0,Urban,Friday,Evening,Hail,1,0,0
CL-10304,2023-05-30,4793.03,52,M,7,Mercedes,Sedan,Single Vehicle,Minor,1,0,Suburban,Tuesday,Morning,Rain,0,0,1
CL-10305,2022-04-15,5657.81,24,M,12,Hyundai,Compact,Multiple Vehicle,Minor,1,0,Urban,Friday,Night,Rain,1,0,0
CL-10306,2022-07-09,22769.97,35,F,15,BMW,Truck,Multiple Vehicle,Moderate,1,1,Urban,Saturday,Morning,Clear,1,0,0
CL-10307,2024-05-17,2416.59,84,M,2,Toyota,Sports,Multiple Vehicle,Minor,1,1,Suburban,Friday,Morning,Snow,0,0,0
CL-10308,2023-07-21,9475.99,59,M,18,Mercedes,Sedan,Multiple Vehicle,Major,1,0,Rural,Friday,Night,Clear,2,2,1
CL-10309,2022-04-01,3855.94,56,F,11,Mercedes,Truck,Multiple Vehicle,None,1,1,Urban,Friday,Afternoon,Sleet,0,1,0
CL-10310,2022-01-08,3784.93,58,F,15,Ford,Sports,Single Vehicle,None,1,1,Urban,Saturday,Morning,Clear,2,0,0
CL-10311,2023-11-15,18371.07,41,F,10,Subaru,Compact,Multiple Vehicle,None,1,1,Urban,Wednesday,Morning,Clear,0,0,0
CL-10312,2022-09-25,13233.41,77,F,9,Toyota,Sports,Single Vehicle,Minor,0,0,Rural,Sunday,Afternoon,Clear,2,0,0
CL-10313,2023-06-21,13045.67,63,M,19,Toyota,Truck,Single Vehicle,Minor,0,1,Suburban,Wednesday,Morning,Clear,1,1,0
CL-10314,2022-11-27,23542.78,36,M,3,Mercedes,Sedan,Single Vehicle,Moderate,1,0,Suburban,Sunday,Morning,Clear,1,0,1
CL-10315,2024-06-23,5040.22,59,M,11,Hyundai,Sedan,Single Vehicle,Moderate,1,0,Urban,Sunday,Evening,Clear,1,0,0
CL-10316,2024-05-25,11140.51,49,M,1,Toyota,Sports,Multiple Vehicle,Minor,1,0,Suburban,Saturday,Afternoon,Rain,3,0,0
CL-10317,2022-01-20,3386.93,56,M,18,Mercedes,Truck,Pedestrian Involved,Major,0,0,Suburban,Thursday,Morning,Rain,0,1,0
CL-10318,2022-08-18,7251.76,53,F,4,Toyota,SUV,Single Vehicle,None,1,1,Suburban,Thursday,Morning,Clear,1,0,0
CL-10319,2022-06-04,4204.15,53,M,7,Mercedes,Compact,Multiple Vehicle,Moderate,1,0,Urban,Saturday,Night,Rain,1,0,0
CL-10320,2022-11-02,5521.45,20,M,6,Ford,Compact,Multiple Vehicle,Minor,0,0,Urban,Wednesday,Night,Clear,0,1,0
CL-10321,2022-03-15,10038.55,25,M,13,Subaru,Truck,Pedestrian Involved,Minor,1,0,Urban,Tuesday,Night,Clear,1,0,0
CL-10322,2024-01-27,1841.13,58,F,2,Mercedes,SUV,Single Vehicle,Moderate,1,0,Suburban,Saturday,Morning,Rain,2,0,0
CL-10323,2022-10-31,60528.2,30,F,17,Toyota,Sedan,Multiple Vehicle,Minor,1,0,Urban,Monday,Morning,Snow,1,0,0
CL-10324,2024-05-30,1469.65,66,M,15,BMW,Luxury,Bicycle Involved,None,1,1,Suburban,Thursday,Night,Clear,2,0,0
CL-10325,2022-09-19,1144.79,77,F,18,Subaru,Luxury,Multiple Vehicle,Minor,0,1,Urban,Monday,Evening,Clear,0,1,0
CL-10326,2022-03-27,19726.79,19,F,18,Ford,Truck,Multiple Vehicle,Minor,0,0,Suburban,Sunday,Evening,Clear,0,1,1
CL-10327,2023-09-24,12708.1,77,F,17,Mercedes,SUV,Single Vehicle,Moderate,1,1,Urban,Sunday,Evening,Clear,0,0,0
CL-10328,2024-01-17,10393.58,22,F,19,BMW,SUV,Single Vehicle,Minor,1,1,Urban,Wednesday,Evening,Clear,0,0,0
CL-10329,2022-03-23,10446.42,61,F,15,Mercedes,Compact,Multiple Vehicle,Major,1,0,Urban,Wednesday,Afternoon,Sleet,0,0,1
CL-10330,2024-01-03,4843.07,44,F,7,Hyundai,Sedan,Multiple Vehicle,Minor,1,1,Urban,Wednesday,Night,Snow,0,0,0
CL-10331,2023-03-07,1674.54,49,F,0,Toyota,Sports,Single Vehicle,Minor,1,1,Urban,Tuesday,Morning,Rain,2,0,0
CL-10332,2023-05-27,5382.81,38,M,16,Audi,SUV,Multiple Vehicle,Moderate,1,0,Suburban,Saturday,Night,Clear,0,1,0
CL-10333,2022-07-30,2180.71,25,M,11,Nissan,Sports,Multiple Vehicle,Minor,1,0,Urban,Saturday,Evening,Rain,0,2,0
CL-10334,2023-12-26,15837.62,67,F,10,Honda,Luxury,Multiple Vehicle,Major,1,1,Urban,Tuesday,Morning,Clear,1,0,1
CL-10335,2024-04-12,4119.68,84,M,4,Hyundai,Sports,Multiple Vehicle,Minor,1,0,Urban,Friday,Afternoon,Clear,2,0,1
CL-10336,2022-11-13,1825.12,61,M,11,BMW,Sedan,Pedestrian Involved,Minor,1,0,Urban,Sunday,Night,Clear,1,0,0
CL-10337,2023-04-30,3342.04,75,F,16,Hyundai,Sedan,Multiple Vehicle,None,1,0,Urban,Sunday,Morning,Rain,3,0,0
CL-10338,2022-11-29,8066.85,20,M,5,Chevrolet,Sports,Pedestrian Involved,Minor,1,1,Urban,Tuesday,Morning,Fog,0,0,0
CL-10339,2022-12-29,2498.71,19,F,0,Mercedes,Truck,Single Vehicle,None,1,1,Urban,Thursday,Evening,Clear,1,0,0
CL-10340,2024-04-24,1832.32,61,F,4,Mercedes,SUV,Single Vehicle,Moderate,1,0,Urban,Wednesday,Evening,Clear,0,1,0
CL-10341,2022-02-20,6584.18,19,F,13,Honda,Truck,Single Vehicle,None,1,1,Suburban,Sunday,Night,Clear,0,0,0
CL-10342,2023-01-03,6594.29,52,M,4,Honda,Sports,Single Vehicle,None,1,0,Urban,Tuesday,Afternoon,Snow,4,0,0
CL-10343,2023-11-12,2674.9,47,M,0,Chevrolet,SUV,Single Vehicle,None,1,0,Urban,Sunday,Morning,Clear,3,0,0
CL-10344,2024-04-23,2792.67,25,M,17,Toyota,Compact,Single Vehicle,None,1,0,Urban,Tuesday,Evening,Clear,5,1,0
CL-10345,2023-05-24,6492.87,39,M,15,Nissan,Truck,Pedestrian Involved,None,1,0,Suburban,Wednesday,Night,Rain,2,1,0
CL-10346,2023-07-01,864.63,61,F,8,Audi,Truck,Single Vehicle,Moderate,0,0,Suburban,Saturday,Evening,Clear,1,0,0
CL-10347,2022-11-23,907.82,75,F,18,Audi,Sports,Multiple Vehicle,Moderate,1,1,Suburban,Wednesday,Night,Clear,1,0,0
CL-10348,2022-08-10,2075.31,53,M,4,Ford,Luxury,Single Vehicle,Moderate,1,1,Urban,Wednesday,Evening,Clear,0,0,0
CL-10349,2024-02-23,3804.21,48,F,1,Ford,Sports,Bicycle Involved,Moderate,1,0,Suburban,Friday,Afternoon,Rain,0,0,0
CL-10350,2022-03-21,7137.29,64,F,14,Toyota,Truck,Multiple Vehicle,None,1,1,Urban,Monday,Morning,Clear,1,1,0
CL-10351,2024-08-21,28866.22,72,M,6,Ford,SUV,Single Vehicle,Moderate,1,0,Urban,Wednesday,Evening,Sleet,0,0,0
CL-10352,2023-04-01,13755.47,79,F,3,Ford,Luxury,Multiple Vehicle,None,1,0,Suburban,Saturday,Morning,Rain,0,1,1
CL-10353,2023-02-13,4056.49,47,M,0,Chevrolet,Sports,Multiple Vehicle,None,1,0,Urban,Monday,Night,Clear,1,0,0
CL-10354,2024-07-31,4803.89,72,F,12,Chevrolet,Sports,Multiple Vehicle,Minor,1,0,Rural,Wednesday,Afternoon,Clear,0,0,0
CL-10355,2023-12-18,1475.81,33,M,19,Ford,Truck,Multiple Vehicle,None,1,0,Urban,Monday,Morning,Clear,0,1,0
CL-10356,2023-09-18,4806.79,29,F,6,Hyundai,Truck,Multiple Vehicle,Moderate,1,1,Rural,Monday,Evening,Clear,1,0,0
CL-10357,2023-04-12,3475.9,34,F,14,Subaru,Compact,Multiple Vehicle,None,0,0,Suburban,Wednesday,Morning,Fog,0,2,1
CL-10358,2023-04-02,7239.17,33,M,13,Subaru,Sports,Multiple Vehicle,Moderate,1,1,Urban,Sunday,Morning,Snow,1,1,1
CL-10359,2022-02-18,1821.33,29,M,18,Toyota,Truck,Single Vehicle,Minor,0,0,Urban,Friday,Night,Clear,0,1,0
CL-10360,2023-01-31,9165.63,25,M,19,Audi,Sedan,Pedestrian Involved,None,0,1,Urban,Tuesday,Afternoon,Clear,0,1,0
CL-10361,2024-03-27,30923.96,20,M,17,Honda,Luxury,Multiple Vehicle,Moderate,1,0,Rural,Wednesday,Afternoon,Clear,0,1,0
CL-10362,2023-11-04,4313.43,33,F,9,Toyota,Sedan,Multiple Vehicle,None,1,1,Urban,Saturday,Morning,Clear,0,1,0
CL-10363,2023-07-25,7958.96,47,F,8,Ford,Luxury,Single Vehicle,Minor,1,1,Suburban,Tuesday,Morning,Clear,0,2,0
CL-10364,2022-05-23,11250.56,40,M,7,Chevrolet,Sports,Multiple Vehicle,None,0,0,Rural,Monday,Night,Clear,1,1,0
CL-10365,2023-07-26,3036.73,22,F,9,Mercedes,Compact,Animal Involved,Minor,0,0,Urban,Wednesday,Morning,Sleet,1,1,0
CL-10366,2023-12-21,6431.16,82,M,16,Hyundai,Truck,Single Vehicle,Minor,1,1,Urban,Thursday,Night,Clear,0,0,0
CL-10367,2024-11-09,4989.6,47,M,1,BMW,Truck,Multiple Vehicle,None,0,1,Suburban,Saturday,Afternoon,Clear,1,1,0
CL-10368,2024-03-29,5525.95,38,F,5,Chevrolet,Truck,Multiple Vehicle,Major,1,0,Urban,Friday,Afternoon,Snow,1,0,0
CL-10369,2023-11-10,1943.78,39,F,4,Subaru,Sports,Pedestrian Involved,Moderate,1,0,Urban,Friday,Night,Clear,2,1,1
CL-10370,2022-02-26,5061.47,49,M,8,Chevrolet,Luxury,Multiple Vehicle,Moderate,0,1,Urban,Saturday,Morning,Clear,1,0,0
CL-10371,2022-08-25,8933.81,50,M,4,Hyundai,Truck,Multiple Vehicle,Moderate,0,0,Urban,Thursday,Afternoon,Clear,2,0,0
CL-10372,2023-06-19,28039.58,33,M,17,Honda,Sedan,Bicycle Involved,None,1,1,Suburban,Monday,Evening,Clear,0,1,0
CL-10373,2023-01-01,15539.26,55,F,19,Ford,Truck,Multiple Vehicle,Minor,0,0,Urban,Sunday,Night,Sleet,0,2,0
CL-10374,2023-06-28,65109.06,31,F,8,Mercedes,Sports,Single Vehicle,None,0,1,Rural,Wednesday,Afternoon,Fog,1,0,0
CL-10375,2022-03-20,1957.03,53,F,16,Subaru,Compact,Single Vehicle,None,0,0,Urban,Sunday,Afternoon,Fog,2,0,0
